pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_cluster,language,genre
-0.24006740755432043,-0.4355138859058552,2.2057076593878726,-0.5481274606712463,1.1559601722860664,0.9072915406580383,0.13393566276872101,-0.2714238769754062,-0.5192687466221448,0.5155065762072615,-0.5818819665678616,-0.32174046335226697,-0.25334791789009736,-0.5545693939510773,-0.8267210874680655,-0.2999677251885925,0,Bangla,Indie
-2.1646736689498987,0.26764524629648906,-1.0672734538492878,2.422829058812203,0.18411206867177654,2.164352490486802,-0.2488592839305351,0.729045918876662,0.903407340757554,-0.3230368714990221,0.5037775907791053,1.0806779513874425,1.1705035809502446,0.9337396882282712,0.045753944804021236,0.28176748840911947,0,English,blues
-3.6734420195501998,3.1881182309936285,0.7152108435935116,-1.4125226239407778,0.5332172575376805,0.8410601664711658,1.3966675883382322,1.0249770496234805,0.4682912135035232,-0.9007534354779995,-0.42233940563078876,3.125147404328618,-0.14292714723302444,-0.14619561608364037,-0.40848734374704315,0.7315927153988648,0,Bangla,Metal
-4.523309793903792,-2.29978507603458,1.627165371598317,1.8798676520705462,2.026295351210614,-0.8127105791813476,1.4583050687819055,-0.3267212479144866,0.15143588704202457,0.8338380697592463,-0.9613673470042432,-1.605082369100221,-2.4170548803096956,-0.9484232705319039,0.8581964596810425,-0.5533737397712992,0,English,jazz
-0.6902493923176742,-0.20857174595374037,0.46798143963822997,-1.0081996095776742,0.3923805192560998,-0.8598429291425241,-0.7883408927389896,-0.22044741402314819,-0.011466301153908618,0.8565839997815176,2.109550449754521,-0.8184797433689602,0.4050364371676307,0.49765312725470306,0.6120079545734683,1.243925758285802,0,Bangla,Rock
2.4733745974580494,-0.2510487477643237,-0.41906069749882496,-2.0051115289254993,-4.914376822104784,-2.026077853459483,0.8080977781298944,-0.641000882243387,0.5684952093114444,0.19408571759948787,0.09780471949146975,0.17335984133232155,-0.3446997850665534,-0.43303170312280476,-0.17624354988146582,-0.6817929823092421,1,Bangla,Hiphop
-3.8926047373340524,-0.5975090738347708,1.2569424403292642,-1.523203468425054,0.5666601054014953,-1.6508395714886166,0.020383079523564992,0.8187006196893889,-0.28060413072274554,-0.5679549842137146,-0.28029416034244165,-0.8206735035799182,-0.7252358047006805,-0.49731348967305683,1.175753876338945,-1.3271345251466964,0,English,country
-0.8418436461803877,3.20609687280578,1.428127646505659,-2.3599044997564644,3.827382190460966,2.1385024657090335,0.710603701550813,-1.52942527262259,0.0166737440389107,1.1510363042334417,0.3008509670491651,-0.2152914716398756,-0.5749658592075463,-0.930310417348707,0.3418124606563224,-0.7587733479358596,0,Bangla,Indie
-2.582573173449478,3.5173909280685667,-3.6106462662437853,0.8829418770075237,-1.192539618035675,1.4677877098838612,0.3821411316919768,0.7786249714126368,0.4538426157691233,-0.41410050879787835,0.2840777053228672,1.5058334459850766,-0.7722313107436345,-0.04480432871196986,-0.38597830237085823,-0.22803410006776934,0,English,metal
-0.18436356026875284,2.349587690583617,3.2022485573167923,-0.3457368403776551,0.7576800382158976,1.2513129345882583,-0.7495060997042831,-1.5647947410008554,-0.7223656837019226,1.9089137273589076,0.6694799611171656,0.13923970026398635,1.1887346343988179,-1.3960166704957557,-0.8868545253639459,0.20889932441515496,0,Bangla,Metal
-0.11629092008310911,-0.8164652172541821,-0.7640683630652092,3.0523779155057853,1.0054021832537414,0.5363394103984452,-0.4415790775678268,-1.3147255402863123,-1.2246632420252677,-1.499199904571111,0.029580359858729387,-0.2577086806064081,1.4239255409710114,0.13614546642969286,0.05051974762871726,0.24354155405781788,0,English,metal
-0.9092954648193817,-3.208378250192919,1.7448718158716034,-1.0550418767885306,-2.7088325286335095,0.3653127981534604,-0.35881537390903323,0.4866204034030768,-0.8330160964937052,0.3568611413839367,1.534890125580099,-0.4258742172352731,0.08012448825857581,0.3206549943110067,0.041599624917955005,-0.289331929560632,0,Bangla,Islamic
11.543025218649209,-9.350276652747215,-11.83048882781002,-6.783686018852516,-0.1446804999144497,-2.7094924935069686,3.3597432601437394,-3.5406022060144298,3.044890725092409,0.30942997336515726,0.7373612413934314,1.807090956230103,-0.00829610333589264,-3.624368543104544,1.365303276925311,0.8332709614623015,1,Bangla,Islamic
1.1297821102884065,-1.94078444992743,0.9250516520795927,1.6037572103283007,0.688230599326179,1.2831597080786739,-2.289945532260468,2.3629935844146406,0.2682800605367851,-2.9295404511792484,-0.3184864098253204,-1.1462088064721159,1.0393957998235461,-0.9625191512526372,-0.4491522752888475,-0.1855804691016057,1,English,reggae
-2.720883043250622,-1.948224020515453,-1.476585795339565,1.6588071163314453,-1.6671607497037053,0.11061950962617381,-0.9384432351028001,-0.40307698648021417,0.571115682202105,0.901116214528445,-0.13131179275516242,-0.8262535497620747,0.7875970142081129,-0.04152489813161415,-0.09036240157425199,-0.6400282657026644,0,English,blues
-1.200331397613534,-2.9057399417696526,1.3766028768937024,1.7445257170878405,0.6748324089945354,0.9013727102259311,-1.2953950218430166,-0.4149907423059968,0.19428354916481516,0.644971719782457,0.263948702644755,-1.2524676883186778,1.061522535526914,0.6264966992056163,0.036023758193752524,-1.0301271624407338,0,English,blues
-2.6846220997416834,-2.295145078198391,0.9670095446457314,1.9112355952315918,1.6027530538398354,1.0744937020476044,-0.3130769388983337,0.5673518774924191,0.5798322595559872,0.03854794362605518,0.27023248094012403,0.973528904203717,0.28595376280676255,1.7261121021622667,0.313130222241212,-0.5625715026950167,0,English,rock
-4.094825998342428,10.11521079125463,-0.5662852442167964,-5.112404945306155,-2.27555472448648,0.11078561433340683,-0.3028380286977849,3.216273019032598,4.203237172750852,-0.6452143532833451,-1.5799393709118161,0.668866511161283,-2.329985031068862,-1.1524862749293252,-1.356394632523086,-1.1878531126796315,0,English,reggae
-2.122465322670324,0.8284541308582702,-0.10999980627886015,-2.751351471770834,-0.17783332463947552,1.1352720936299299,0.0015391376798925508,0.47013268585348467,0.018574674679325096,-0.7969379742362793,-1.4091476662815627,1.1321312756762132,-0.0059976524580325034,-0.26228515702897537,-1.916649518255572,0.8255745215231967,0,Bangla,Rock
0.18653827622006972,1.1405547817443777,0.5374792659682356,-1.2179249095960218,0.8817585879873636,2.047847048873618,-0.9820651809720209,-0.27193706809059004,-0.5484126296318427,0.5999245617388688,0.5317506183386107,1.0587849445078865,0.43390441297142723,1.3010361170506832,1.6751084963733742,0.4145122938450935,0,Bangla,Pop
-4.027202209594827,-4.662015512630517,1.5608453167448935,0.5857105681660747,1.074392774810275,-0.15927871710396016,-0.7335698964126085,0.5429095174357075,1.5004448033422884,-1.3006263906287747,0.0574660385829872,-0.4060112897543888,-0.32508392288424004,1.4941943112841887,-0.5878371074922506,-0.10900633666111736,0,English,classical
-3.2881563317751574,-1.7599694453924426,1.1753332784732557,-1.7635570873732522,-2.1774864703498795,1.8717768226485045,-0.4154465721465913,0.03326094721684018,-0.07618866019354542,-0.2634919273426425,-0.7835064073268725,-1.1321158623974648,0.9523075312464279,-0.019041309960620173,-1.0453090469386175,2.022572615701187,0,Bangla,Adhunik
-3.5955973771588625,4.266998076093438,0.4073606631772206,-2.1531686680758,-1.3031668302527781,-0.02656830886853086,-2.3406217862602445,0.6088489677438608,-0.04139076455828315,-0.6405643875444577,-0.6884855813333904,0.13022867178843053,0.41073463211740274,-1.3982844266586296,-0.25500780634958997,-0.42262627630340716,0,Bangla,Metal
-1.3836642695414874,-0.7241018269559738,1.2355846228749092,-0.9157071449168336,0.42324759979804105,-0.9676843866529296,-0.38212687803170975,0.6491181734918521,0.11629915709860042,-0.37690321402741805,0.8343597132297905,-0.537069203036747,-0.39102240090494716,-0.11763276201885448,0.6478166851601608,0.9233057872674195,0,Bangla,Adhunik
-1.5242266586903825,0.5279871372717633,0.45364151509219436,-3.935182018614963,1.9120712118708214,2.4614390359967673,4.317453804890837,1.2493924666654048,-2.189323008569465,1.536253820273309,-1.1104065409746486,-0.8697595335929704,-0.6006262546765757,0.6594360351998539,-0.3711901867559573,0.8263745930231292,0,Bangla,Pop
0.29574039391906204,-1.8497089522699124,-1.6488970780230994,2.791577584708461,-4.105615990962563,-0.8090684823765674,-1.4534759091495102,-0.7640191734041955,1.693232318186464,0.3422686253075998,-0.3387132766109872,-0.8524353904553653,1.8279596244322458,-0.11130981542290831,0.22045528931276304,0.39754608183854845,0,English,reggae
-3.226784393223315,2.409651577168576,-0.03633132163639835,-1.2675117380096275,1.5335884013325003,0.15024178767702748,-1.0681722255431088,0.7131570582691508,0.631332946328506,-1.1731555884137357,0.32929507587378226,0.856608711018006,-0.11174576666799382,-0.742760445769611,-0.7066233295816197,0.5059561017235071,0,Bangla,Metal
-2.2669253372307705,-2.936408650142109,1.6850592777904378,2.6485823007328952,3.708309597262766,-0.5016289187094841,-0.9456337800362278,1.1382751519204748,0.6297778770124369,-0.8019876448930945,0.461377360407015,-0.0610495534055072,-0.19274853611484258,0.6391965485925333,0.8482277014846659,0.4580028725095021,0,English,country
-0.18559325149825223,1.6748177540249232,0.9428689021845513,-1.5588171649827498,0.10125913212182112,-1.5408810282452245,-0.9101485566753168,1.0812055082387173,0.3613898338001295,0.7871906351725737,0.6542184066077095,-0.13053038765973946,0.7898352694707417,1.7184351509779685,0.4562078898890794,0.3476636236033799,0,English,rock
-4.362724888494318,0.7254776569865641,-1.3057765404298451,2.1271851807098483,-0.417394319810475,1.218442481929059,-0.7893716250098085,-0.7879457730936703,0.34379765058233364,1.2377664086301163,0.19272709107015304,1.0227946565815056,0.17140190589870477,1.4435799640472693,0.36383141153460263,-0.3570437103578764,0,English,rock
-2.214532859595516,-0.44826667863928127,-1.0983845209006444,1.9374544274122274,-0.4565385288897762,0.34904966114416336,-0.4930697588980861,-0.3893062696018449,0.5451085948945422,1.7813342308271964,-0.20053788951554663,1.3301898894190907,1.0276033335437467,1.6579374240962694,0.9685208112394973,0.38186685469598586,0,English,rock
1.4592236143068502,4.431043352921574,0.03824830887269333,1.8008614533643081,1.1926906168476787,-0.4454964650658225,0.12737412915686322,0.1779054410047712,-0.6035289078268876,-0.46065114840673643,-0.5296285605862802,-1.3351009731209047,-0.3633559230615963,-0.2931880627752523,0.5618432206592388,0.2502517484258529,1,English,hiphop
4.117345902281362,2.397886021130763,0.3089301184596508,-1.4642031549647279,1.8967813232739619,-3.9444684422491543,1.2555510061528965,4.717595444301015,0.34781219259957175,5.459512346784698,-0.30604943063981854,-0.4701950288736686,0.9374836297275522,-2.061915771600315,0.7405220356861991,-1.5876987498799808,1,English,pop
5.688512949545449,1.8112920169718585,0.9162687018229433,1.3448962415890406,-1.049179572275588,-1.0985318841028933,0.41736893705435635,1.5082297243149956,1.0680618059661766,-2.296380443463389,1.4141909598445463,-0.12268258074659937,-0.44925665615526117,-1.8809541182605072,1.501654372482636,-0.7345386259814529,1,English,hiphop
-4.374050204717738,0.32407077545343504,1.4207442361442317,-1.8539022169473243,-3.0101954097097186,-0.06040182724439043,-0.9661221813961693,-0.48879890279702637,0.2321520048280301,-0.050297972773720355,-0.5676224974072694,1.0047641573927177,0.8033407195951262,-0.5911305343194946,-0.7966292673760665,-0.20231892245582242,0,Bangla,Metal
-1.6609617406621429,-0.5410769055215354,1.39040855765398,-0.8104518256493551,1.6145086759176936,-1.3140137298509504,-0.4197531926838844,-1.748839112124054,0.03175852674356988,0.07605983807998629,-0.008595347255107496,0.8225624573634656,0.04222565586104912,1.2840982822704274,0.24463334919785382,-1.1350615944752576,0,English,jazz
5.212514455099828,-3.39511767646181,1.751080917110597,2.702419012623944,-0.20593521873711182,1.3336993715093393,0.913976304049126,1.7542971350657641,-0.5315548162562457,-0.4101493927977394,1.0506094002714321,-1.0669855073083179,1.8270929931653646,-0.7080544883395262,1.3636051580322925,1.1279480862192022,1,Bangla,Islamic
-0.2649752087698225,0.03690690747307802,-0.6611581802409918,-3.0351057137338358,0.8503711016424522,-0.49275262020026217,-2.048810538168452,-0.4937574232838179,-2.3976949941996697,1.6515489161925445,-1.1656926546206687,0.0345718912543107,0.7414666478486108,-1.027655776046031,-0.5738117651289394,0.9439969636497162,0,Bangla,Rock
-2.7101630042441123,-4.345278269340189,1.0815360789182205,-1.6039970616070176,-4.167846937527906,0.9935478164198218,0.07744431820834297,-0.5816935271070279,-0.8452582197433024,0.5555720829472738,-1.2174686026406867,-0.1468463168988074,-1.422499272290622,-1.28435346960126,0.8268972254375411,-0.3293983359046968,0,Bangla,Islamic
-0.8409613664409524,1.3352036414313881,-2.97970341311507,2.453620212174596,1.0137066484910702,0.04574019716800911,1.6474485831705836,0.7034370651549028,0.47556191230980566,-0.23587890364418843,-0.7412558758511394,-0.19507522542145017,0.8542834934409301,-0.432052110371522,0.216421893306158,-0.1540285209293621,0,English,disco
2.5597306471527728,1.5399156205928248,2.2221604184172987,3.057210101947362,-1.7643774984861913,-2.585331300579848,-1.4471057354435486,-0.918487182410152,0.6818976189107916,0.7993545431279762,-1.700077858785342,-0.8292916191939167,-0.20486734146684393,0.47660778693422673,-0.42734540098944923,0.4391221695887713,1,English,country
4.380278582277265,-3.5118645560254844,-5.853438396636201,-3.602440945824667,1.6459878005656732,-1.2601984229272547,2.0550865425289864,-1.4565097553775728,1.4289439417337464,0.4690511126192838,0.4626925500662056,-0.12418150865562591,-0.4391928084345724,-0.8488163924802846,1.429781648151098,-0.7563411757493023,1,Bangla,Adhunik
-0.9336202606261204,-3.6906169481955384,3.3163217361584523,1.583883611205395,-0.1701707731231878,-0.37638281655464506,0.05617046115337971,1.8615882157140435,0.19520045671245506,-2.0255255732307487,-0.9061315926438418,0.21175713539140148,3.34328687870065,-2.465741169309148,-0.9068005091306833,0.027090265605294143,0,English,rock
0.10278422592126903,3.1858684612738166,0.9786067663919091,-0.5939416293997392,0.2853442898791527,-2.1394111359613963,-1.824262971584586,1.1844337707099304,-1.1365250090455663,-0.31037616635032617,0.49797249351449036,-0.8170643159044474,0.4674780745857928,-0.2902783031327247,1.0560396669637078,0.13111376378512363,0,English,hiphop
4.994093364077699,0.627555817163816,1.0193179380229673,0.7052008618760369,0.23732603178438696,0.3523487400178016,0.17462564672053507,2.2904384954826216,0.7857033410294499,0.48336128681680757,1.9525487024053643,0.09120238644328818,-1.2697289728817347,-0.2627573321265743,1.1005535180012185,1.3354645839852226,1,Bangla,Hiphop
-2.6676698724764125,2.822597642533413,-3.321937718615786,2.1872907550838376,-0.6050117798734129,2.398150626941606,0.6930687737523121,-0.8627165137279048,0.19620164495384854,-0.34047288648814317,1.1566753882253358,-0.5985081841573302,0.27568206293755665,1.2239303214640542,0.48876882668502225,-0.4432726276969536,0,English,hiphop
-4.604876105276661,0.5340741921771289,-2.1432631299778815,1.4706445064977178,-0.27786684381513926,0.23476368380429272,-0.24749271681708118,0.30253364343075045,0.44622869725967973,0.11214266711920397,-0.721989723146763,0.36843345820867446,-0.5092425303248493,-0.17601692278872288,0.2286228371202296,-0.24793407417601787,0,English,disco
