filename,length,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,chroma_stft_mean,chroma_stft_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,label,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,language
859.wav,66150,0.1835341,0.0047400403,1674.3429272070302,286205.1852475724,2137.481475714394,237100.7561381468,3509.083909254808,1777587.0370096003,0.0647010216346153,0.0006955852734266,0.35791838,0.09703168,-1.1859152e-05,0.017537596,6.908012e-05,0.011585317,95.703125,Indie,-94.92482,2265.5803,124.40748,1165.2008,-5.7175026,223.12553,14.55443,215.02864,6.9154935,128.7623,9.964447,62.679043,11.095089,62.713993,10.496577,36.164455,-0.5391219,36.544117,10.153154,88.51474,4.315488,110.63487,-0.789736,61.30314,-8.352746,35.16308,-3.5814586,23.193546,-4.0627246,49.834324,-2.0192685,43.81002,-5.4094315,45.269726,-1.6417795,39.217087,-10.471068,53.143307,2.9972668,58.474434,Bangla
blues.00054.3.wav,66149,0.1968759447336197,0.0031108912080526,1875.043984953653,194184.8334274017,1944.728391256636,65510.71781699896,3867.1148212139424,710599.3476690273,0.085283954326923,0.000972830529749,0.4413832426071167,0.0844419822096824,-7.253539661178365e-05,0.0155492927879095,-6.588755059055984e-05,0.0119297904893755,184.5703125,blues,-68.27626037597656,2434.666748046875,115.34435272216795,406.806884765625,-34.158180236816406,336.8373718261719,65.42415618896484,276.42022705078125,0.032778225839138,223.65872192382807,25.59668159484864,95.12605285644533,-11.78667163848877,141.38626098632812,19.52620315551757,60.3571891784668,-10.939412117004396,54.96329879760742,16.498966217041016,43.6491584777832,-4.394549369812012,127.82544708251952,11.33318328857422,49.07139205932617,-11.352436065673828,44.42048263549805,4.001780986785889,61.8014030456543,-4.200022220611572,34.40569305419922,3.9233014583587646,40.21036148071289,-6.854014873504639,33.91797637939453,-0.9517669677734376,35.010231018066406,-4.3155837059021,30.54270362854004,-2.151719808578491,26.91130828857422,English
1370.wav,66150,0.24207489,0.0026616645,2558.58768764532,189160.8242594764,2309.478263931883,139571.0903926866,5046.554612379808,982037.9196040024,0.127227313701923,0.001273001171428,0.49408633,0.06262783,-0.00011926164,0.030632643,0.000105589934,0.011397148,198.76802884615384,Metal,7.7093987,478.90625,82.09128,422.90598,-27.818972,461.56815,45.226692,113.1663,-2.193203,94.9184,11.217704,40.796883,4.0954347,38.544395,12.549797,29.523981,4.5964084,24.484562,1.8794354,23.704613,1.711083,23.105974,3.559768,17.078218,-2.046535,18.032925,-1.6622871,18.792227,-6.546724,16.132929,-3.4345016,22.794516,-8.908997,20.985405,3.9897175,13.705788,1.466814,13.813802,8.247405,18.256615,Bangla
jazz.00003.0.wav,66149,0.0506868250668048,0.0013848299859091,1166.196865360406,109212.72472983634,1709.818699649123,175678.81557742297,2247.155386117789,1205506.5426022697,0.0436485877403846,0.0001399498578359,0.3797310888767242,0.0708510354161262,-2.387597760389326e-06,0.0022567303385585,-8.023402187973261e-05,0.0006664287648163,39.15127840909091,jazz,-256.88970947265625,2481.341796875,163.7100067138672,825.4276733398438,6.944913387298584,149.8833770751953,11.121241569519045,21.05579376220703,3.6051626205444336,52.96744155883789,16.396060943603516,36.67330932617188,-14.666864395141602,29.002370834350582,12.217814445495604,26.6353816986084,-15.588018417358398,17.63609504699707,2.1299235820770264,15.541714668273926,-7.124889850616455,14.231464385986328,8.334845542907715,13.853140830993652,-10.86936378479004,21.0069522857666,7.894741535186768,18.029203414916992,-4.862357139587402,12.688974380493164,0.9196281433105468,24.46221160888672,-6.217214107513428,22.466449737548828,3.437052726745605,17.194459915161133,0.4869937896728515,15.723888397216797,3.736047744750977,18.431612014770508,English
450.wav,66150,0.11455379,0.0006239774,2277.669139148816,267262.5837430075,2638.269292306132,102735.93825366117,5426.035907451923,1491199.9463754294,0.0800856370192307,0.000526512529723,0.3018948,0.09743566,3.9463233e-05,0.010082625,1.16843885e-05,0.0015895383,135.99917763157896,Rock,-123.77095,1855.8945,88.93466,341.60825,11.588561,86.64616,20.96859,173.29105,6.1679153,232.61629,18.329737,52.597446,-2.798729,69.369316,0.37657353,101.46546,-4.8353906,80.92496,1.7270075,57.312744,-1.0173453,51.05857,2.2808354,30.388346,-4.520745,47.890415,-1.9503326,29.066174,3.3982933,78.0505,10.977422,38.78328,-12.495774,55.184067,4.610885,61.214977,-0.7834433,84.03585,-8.912907,45.437534,Bangla
1538.wav,66150,0.14640522,0.0010080537,3473.468033657705,1255711.1349358754,2813.3006063990897,113512.53369952735,6744.530498798077,1765719.2183360544,0.1557692307692307,0.0033586904988486,0.31050462,0.087609954,3.1874923e-05,0.010192586,-1.7041364e-05,0.0072032814,123.046875,Hiphop,-76.789635,1759.1483,42.852467,1037.3851,-1.2227962,551.73114,5.5322895,358.36545,-12.671929,214.62975,3.690141,139.31354,-13.740009,86.680725,-6.2320423,149.98236,-20.046436,72.742516,-11.400304,101.97712,-18.203392,78.5235,-14.53404,73.2243,-17.350004,73.33693,-8.891297,70.74657,-6.2202525,58.959324,-0.58563465,43.101734,-12.32223,116.82458,-8.035808,102.13111,-2.9276066,80.8727,-2.5528946,96.4937,Bangla
country.00017.7.wav,66149,0.0902303010225296,0.0001663444418227,1990.6449656408647,69187.4739495186,2404.2424706592083,26726.740663889665,4370.743314302885,349877.5362955748,0.0853252704326923,0.0005275187548801,0.3914839625358581,0.0781946033239364,-1.5267425624188036e-05,0.0048932861536741,6.311792276392225e-06,0.0009079455048777,89.10290948275862,country,-122.31045532226562,371.5002136230469,107.55964660644533,136.5923614501953,11.69700813293457,98.42137145996094,33.492698669433594,54.33859634399414,-4.77315616607666,30.66905403137207,-4.018245697021484,22.95517539978028,-3.826268434524536,26.585493087768555,5.486608028411865,26.96300506591797,-3.783259868621826,22.126108169555664,-6.172813892364502,53.94016647338867,-9.388346672058104,47.876731872558594,-8.211084365844727,20.608623504638672,-3.052330493927002,21.921995162963867,0.4995496869087219,18.785978317260746,2.166501998901367,28.27703285217285,0.1777509003877639,19.18942642211914,-6.473822116851807,20.11372756958008,-6.142330169677734,23.91366195678711,3.5862839221954346,23.84014892578125,5.177447319030762,41.52788543701172,English
2003.wav,66150,0.35479936,0.002833845,2065.4082260091045,404979.35845508456,2651.0200696009283,178564.76511347695,4881.411508413462,2261332.0556364115,0.0378605769230769,0.00021196568506,0.476546,0.0765667,7.7867575e-05,0.117844544,1.9847901e-05,0.003519373,95.703125,Indie,-60.653137,690.3848,87.75644,613.53864,24.327723,327.9556,38.166546,159.07977,8.34038,50.163452,6.4581847,61.849426,18.01527,102.23464,4.7140565,48.5417,-2.4385104,34.279167,7.3524985,44.92637,0.88134307,28.656893,9.267744,24.270693,-2.3218005,65.94109,5.813504,44.616863,11.031502,25.382095,0.4840083,35.942944,2.6822495,45.999653,4.242658,44.65184,-2.5029817,34.500134,5.7475915,33.495018,Bangla
metal.00052.2.wav,66149,0.2499382048845291,0.0017442925600335,3154.099279830345,97531.72692934934,2411.2964475208346,106753.62520656503,5862.911470853365,620331.1473783304,0.2062124399038461,0.001424713191196,0.4962137043476105,0.0642426535487175,0.0001136281643994,0.0236424934118986,-0.0005398977082222,0.0174467097967863,161.4990234375,metal,29.80036735534668,513.3936157226562,60.910945892333984,170.89395141601562,-32.37464141845703,340.01629638671875,49.60383987426758,190.4005889892578,-14.159253120422363,142.57957458496094,23.336410522460938,70.90892028808594,-11.159564971923828,117.71651458740234,17.692829132080078,76.30492401123047,-6.702732563018799,101.57411193847656,16.429841995239258,54.96339797973633,-10.906681060791016,83.34229278564453,11.541404724121094,52.23200225830078,-8.526301383972168,60.60416793823242,8.523438453674316,51.59152603149414,-8.907400131225586,54.0640754699707,5.958614349365234,50.70989608764648,-7.074645519256592,27.009109497070312,5.287006378173828,35.56779479980469,-3.379110097885132,38.95362854003906,6.481326103210449,25.507482528686523,English
1461.wav,66150,0.2521995,0.004338914,2235.38051279154,571605.457726589,2738.061808799182,311584.4773070148,5363.258338341346,4443225.19880766,0.0549767127403846,0.0006510246575936,0.43897682,0.091270484,-3.6370297e-05,0.059049677,0.00027845142,0.0025813205,107.666015625,Metal,-105.04828,1515.4738,73.137276,516.06635,10.282218,322.1046,46.621937,179.7986,46.907658,153.77611,1.148409,138.93542,7.7529902,72.244125,32.016518,53.418076,-7.1194305,59.417564,2.2192502,63.195103,3.818967,60.863663,4.975256,31.694057,-7.379903,33.96906,-0.8463034,47.522354,-2.213103,37.245575,-3.2954705,35.925518,-9.283523,29.52292,-2.1790345,34.391083,-11.593412,38.44408,-1.9216846,26.076853,Bangla
